IP Address,IP Type,Last VA Date,Last PT Date,No Of Open Ports,List Of Open Ports ,Total Vulnerability Count,Critical,High,Medium,Low ,Managed By (As Per VA Data),Owner (As Per VA Data),Unit (As Per VA Data),Unit (As Per Perspicacity),Managed By (As Per Perspicacity),Asset Reported in Perspicacity By,Asset Registered In Perspicacity On
59.162.48.213,Public IP,,Sun May 19 2024 23:25:11 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,2078847,53:35.0
115.111.203.35,Public IP,,Sun May 19 2024 14:07:09 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,2078847,53:35.0
125.22.63.40,Public IP,,Tue May 03 2022 15:20:51 GMT+0530 (India Standard Time),0,,0,0,0,0,0,,,None,None,,,
14.141.164.246,Public IP,,Sun May 19 2024 13:21:16 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,2078847,53:35.0
14.143.129.222,Public IP,,Sun May 19 2024 15:46:06 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,2078847,53:35.0
115.113.136.162,Public IP,,Sun May 19 2024 14:07:13 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,2078847,53:35.0
115.112.54.148,Public IP,,Mon May 20 2024 00:07:06 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,2078847,53:35.0
14.141.195.250,Public IP,,Sat Jul 27 2024 01:07:24 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,2078847,45:39.3
14.140.174.82,Public IP,,Tue May 03 2022 15:20:51 GMT+0530 (India Standard Time),0,,0,0,0,0,0,,,None,None,,,
14.143.247.50,Public IP,,Tue May 03 2022 15:20:51 GMT+0530 (India Standard Time),0,,0,0,0,0,0,,,None,None,,,
121.242.10.100,Public IP,,Sun May 19 2024 21:46:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,2078847,53:35.0
122.15.114.194,Public IP,,Sun May 19 2024 15:46:11 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,2078847,53:35.0
10.32.0.2,Private IP,,Sat Jul 27 2024 02:46:16 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.32.0.3,Private IP,,Tue Mar 30 2021 20:38:49 GMT+0530 (India Standard Time),0,,0,0,0,0,0,,,None,None,,,
172.21.195.106,Private IP,,Sat Jul 27 2024 04:15:04 GMT+0530 (India Standard Time),3,"1,61,22,443",0,0,0,0,0,,,None,IS-Life Sciences NA-Parent,Internal IT Team,1405556,17:06.4
172.21.195.109,Private IP,,Mon Sep 04 2023 19:02:31 GMT+0530 (India Standard Time),3,"1,61,22,443",0,0,0,0,0,,,None,IS-Life Sciences NA-Parent,Internal IT Team,1405556,17:06.4
10.68.0.245,Private IP,,Wed Oct 18 2023 17:19:42 GMT+0530 (India Standard Time),2,"4,43,500",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,1025685,29:40.1
14.141.182.145,Public IP,,Thu May 02 2024 17:07:15 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Shared Services Group Internal IT - Parent",Internal IT Team,"1,36,68,50,17,39,663",44:12.9
10.249.235.139,Private IP,,Sat Jul 13 2024 14:45:51 GMT+0530 (India Standard Time),6,"1,35,33,89,44,55,38,08,00,000",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,39:14.9
10.249.235.14,Private IP,,Sat Jul 27 2024 04:25:22 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.249.235.124,Private IP,,Sat Jul 13 2024 13:53:51 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,39:14.9
10.249.235.121,Private IP,,Wed Jan 03 2024 21:56:34 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,39:14.9
10.249.235.25,Private IP,,Sun May 05 2024 13:47:31 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group1.1-Internal IT,Internal IT Team,850086,29:10.5
14.140.150.50,Public IP,,Sat Jul 27 2024 06:10:51 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
115.112.123.108,Public IP,,Sat Jul 27 2024 06:10:47 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
115.112.83.250,Public IP,,Sat Jul 27 2024 06:16:38 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
121.242.16.78,Public IP,Mon Sep 26 2022 00:00:00 GMT+0530 (India Standard Time),Sat Jul 27 2024 13:43:32 GMT+0530 (India Standard Time),0,0,3,0,2,0,1,TCS Owned Internalit managed,vishwanath.bhadauria@tcs.com,Shared Services Group Internal IT - Parent,None,,,
10.250.27.13,Private IP,,Wed Apr 03 2024 01:59:53 GMT+0530 (India Standard Time),1,161,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,850086,55:34.5
59.145.135.185,Public IP,Tue Mar 19 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jun 25 2024 16:04:16 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group1.1-Internal IT,Internal IT Team,2056560,02:45.4
14.142.150.241,Public IP,Wed Dec 13 2023 00:00:00 GMT+0530 (India Standard Time),Thu Oct 05 2023 09:27:03 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group1.1-Internal IT,Internal IT Team,2056560,11:30.5
14.142.53.60,Public IP,,Thu May 02 2024 20:04:14 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,"1,36,68,50,17,39,663",44:12.9
14.142.53.46,Public IP,,Thu May 02 2024 22:04:15 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Shared Services Group Internal IT - Parent",Internal IT Team,"1,36,68,50,17,39,663",44:12.9
54.252.95.30,Public IP,,Tue Mar 30 2021 14:05:57 GMT+0530 (India Standard Time),0,,0,0,0,0,0,,,None,None,,,
192.168.200.133,Private IP,,Tue Mar 30 2021 13:33:22 GMT+0530 (India Standard Time),0,,0,0,0,0,0,,,None,None,,,
10.249.235.215,Private IP,,Sat Jul 13 2024 14:38:32 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,39:14.9
10.249.235.144,Private IP,,Sat Jul 27 2024 09:13:23 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.249.235.228,Private IP,,Sat Jul 27 2024 09:28:32 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.249.235.125,Private IP,,Sat Jul 13 2024 14:06:01 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,39:14.9
10.249.235.229,Private IP,,Sat Jul 27 2024 09:31:22 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
121.242.23.139,Public IP,,Sat Jul 27 2024 09:34:19 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
121.242.16.148,Public IP,Tue Apr 26 2022 00:00:00 GMT+0530 (India Standard Time),Sat Jul 27 2024 12:52:31 GMT+0530 (India Standard Time),0,0,2,0,2,0,0,TCS Owned Internalit managed,arachana.k@tcs.com,Shared Services Group Internal IT - Parent,None,,,
121.242.16.162,Public IP,Wed Sep 13 2023 00:00:00 GMT+0530 (India Standard Time),Sat Jul 27 2024 10:01:26 GMT+0530 (India Standard Time),0,0,2,0,2,0,0,TCS Owned InternalIT Managed,,NA,None,,,
84.14.79.20,Public IP,,Sat Jul 27 2024 10:52:28 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,"15,49,79,64,73,02,45,30,00,00,00,000",12:31.9
84.14.79.21,Public IP,,Sat Jul 27 2024 11:07:50 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
118.185.137.113,Public IP,Wed Jul 31 2024 00:00:00 GMT+0530 (India Standard Time),Sat Jun 01 2024 00:03:03 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"21,84,03,12,70,37,68,50,000",20:26.3
182.19.47.201,Public IP,,Fri May 31 2024 22:54:15 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"21,84,03,12,70,37,68,50,000",20:26.3
14.141.16.142,Public IP,,Sat Jul 27 2024 11:10:31 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Project Team,270376,17:28.1
14.141.16.142,Public IP,,Sat Jul 27 2024 11:10:31 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,19:20.0
14.142.53.17,Public IP,,Sat Jul 27 2024 11:13:27 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
14.141.182.81,Public IP,,Tue Apr 30 2024 20:08:26 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,1739663,44:12.9
4.35.118.219,Public IP,Wed Jul 31 2024 00:00:00 GMT+0530 (India Standard Time),Mon Jul 29 2024 17:09:10 GMT+0530 (India Standard Time),1,443,0,0,0,0,0,TCS Owned Internalit managed,,Shared Services Group Internal IT - Parent,IS-BFSI BPO - Parent,Internal IT Team,231723,40:13.8
20.204.133.244,Public IP,Wed Feb 28 2024 00:00:00 GMT+0530 (India Standard Time),Sat Jul 27 2024 14:31:25 GMT+0530 (India Standard Time),0,0,1,0,0,1,0,TCS Owned project managed,,NA,None,,,
14.142.122.203,Public IP,Tue Jun 25 2024 00:00:00 GMT+0530 (India Standard Time),Sat Jul 27 2024 14:48:19 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"CBO1-Parent,NGM-MEA-Parent",Internal IT Team,"5,14,34,85,31,975",13:09.2
10.248.21.163,Private IP,,Wed Jul 31 2024 00:24:43 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group1.1-Internal IT,Internal IT Team,850086,18:30.4
10.248.24.7,Private IP,,Mon Jul 29 2024 19:12:57 GMT+0530 (India Standard Time),1,161,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,2184031,33:37.5
10.248.21.140,Private IP,,Mon Jul 29 2024 19:12:56 GMT+0530 (India Standard Time),1,161,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,2184031,33:37.5
10.248.21.139,Private IP,,Mon Jun 10 2024 20:30:19 GMT+0530 (India Standard Time),3,"1,61,22,443",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,37:15.3
10.248.21.138,Private IP,,Mon Jun 10 2024 19:46:27 GMT+0530 (India Standard Time),3,"1,61,22,443",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,37:15.3
10.248.21.166,Private IP,,Wed Jul 31 2024 14:07:46 GMT+0530 (India Standard Time),2,"161,22",0,0,0,0,0,,,None,Shared Services Group1.1-Internal IT,Internal IT Team,850086,18:30.4
10.248.21.165,Private IP,,Mon Jun 10 2024 20:16:15 GMT+0530 (India Standard Time),2,"161,22",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,37:15.3
121.241.146.252,Public IP,,Sat Jul 27 2024 14:52:56 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.16.20.35,Private IP,,Sat Jul 27 2024 14:05:23 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"CL-BFSI,IS-Insurance1-Parent",Internal IT Team,"22,39,60,22,25,52,57,20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",51:57.5
14.142.53.42,Public IP,,Sat Aug 03 2024 03:48:30 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Shared Services Group Internal IT - Parent",Internal IT Team,"1,36,68,50,17,39,663",44:12.9
14.142.53.59,Public IP,,Sat Aug 03 2024 03:54:57 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,"1,36,68,50,17,39,663",44:12.9
14.141.182.83,Public IP,,Tue Apr 30 2024 23:08:24 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Shared Services Group Internal IT - Parent",Internal IT Team,"1,36,68,50,17,39,663",44:12.9
14.141.182.149,Public IP,,Tue Apr 30 2024 19:54:12 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Shared Services Group Internal IT - Parent",Internal IT Team,"1,36,68,50,17,39,663",44:12.9
14.140.176.101,Public IP,,Sat Aug 03 2024 04:32:14 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Shared Services Group Internal IT - Parent",Internal IT Team,"1,36,68,50,17,39,663",44:12.9
14.141.183.26,Public IP,,Tue Apr 30 2024 19:54:06 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Shared Services Group Internal IT - Parent",Internal IT Team,"1,36,68,50,17,39,663",44:12.9
14.141.32.194,Public IP,,Sat Jul 27 2024 15:22:31 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Others,Internal IT Team,1366850,45:45.3
14.142.53.34,Public IP,,Sat Jul 27 2024 16:13:59 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Others,Internal IT Team,1366850,45:45.3
14.142.53.138,Public IP,Wed Jul 31 2024 00:00:00 GMT+0530 (India Standard Time),Thu May 02 2024 23:40:13 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Shared Services Group Internal IT - Parent",Internal IT Team,"1,36,68,50,17,39,663",44:12.9
10.169.37.12,Private IP,,Sat Jul 27 2024 16:26:30 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.250.27.11,Private IP,,Mon Jul 29 2024 19:56:46 GMT+0530 (India Standard Time),2,"161,22",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,25:15.1
58.250.243.205,Public IP,Tue Jun 25 2024 00:00:00 GMT+0530 (India Standard Time),Wed Jul 10 2024 16:21:12 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Others1-Parent,Project Team,1838625,19:25.9
58.250.243.205,Public IP,Tue Jun 25 2024 00:00:00 GMT+0530 (India Standard Time),Wed Jul 10 2024 16:21:12 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Others1-Parent",Internal IT Team,"1,83,86,25,24,97,484",10:23.6
180.169.165.93,Public IP,Wed May 29 2024 00:00:00 GMT+0530 (India Standard Time),Thu Jul 11 2024 07:15:48 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Others1-Parent,Project Team,1838625,19:25.9
180.169.165.93,Public IP,Wed May 29 2024 00:00:00 GMT+0530 (India Standard Time),Thu Jul 11 2024 07:15:48 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Others1-Parent",Internal IT Team,"1,83,86,25,24,97,484",10:23.6
112.95.168.6,Public IP,,Thu Jul 11 2024 07:46:36 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Others1-Parent",Internal IT Team,"1,83,86,25,24,97,484",10:23.6
60.191.122.82,Public IP,,Sat Jul 27 2024 16:31:47 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
123.151.197.179,Public IP,Wed Jun 05 2024 00:00:00 GMT+0530 (India Standard Time),Thu Jul 11 2024 03:12:48 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Others1-Parent,Project Team,1838625,19:25.9
123.151.197.179,Public IP,Wed Jun 05 2024 00:00:00 GMT+0530 (India Standard Time),Thu Jul 11 2024 03:12:48 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Others1-Parent",Internal IT Team,"1,83,86,25,24,97,484",10:23.6
115.233.219.90,Public IP,Tue Jun 25 2024 00:00:00 GMT+0530 (India Standard Time),Thu Jul 11 2024 03:34:36 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Others1-Parent",Internal IT Team,"1,83,86,25,24,97,484",10:23.6
123.157.217.172,Public IP,Tue May 21 2024 00:00:00 GMT+0530 (India Standard Time),Thu Jul 11 2024 06:13:16 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Others1-Parent",Project Team,1838625,25:53.0
123.157.217.172,Public IP,Tue May 21 2024 00:00:00 GMT+0530 (India Standard Time),Thu Jul 11 2024 06:13:16 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Others1-Parent",Internal IT Team,"1,83,86,25,24,97,484",10:23.6
115.238.67.90,Public IP,,Thu Jul 11 2024 04:34:23 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Others,Internal IT Team,2497484,17:06.9
123.177.47.251,Public IP,,Thu Jul 11 2024 06:31:26 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Others1-Parent",Internal IT Team,"1,83,86,25,24,97,484",10:23.6
210.13.91.139,Public IP,Wed Jul 31 2024 00:00:00 GMT+0530 (India Standard Time),Wed Jul 10 2024 16:22:12 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Others1-Parent,Project Team,1838625,19:25.9
210.13.91.139,Public IP,Wed Jul 31 2024 00:00:00 GMT+0530 (India Standard Time),Wed Jul 10 2024 16:22:12 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Others1-Parent",Internal IT Team,"1,83,86,25,24,97,484",10:23.6
58.250.243.206,Public IP,,Sat Jul 27 2024 18:40:28 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
124.93.28.105,Public IP,Tue Mar 19 2024 00:00:00 GMT+0530 (India Standard Time),Thu Jul 11 2024 06:52:01 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Others1-Parent,Project Team,1838625,19:25.9
124.93.28.105,Public IP,Tue Mar 19 2024 00:00:00 GMT+0530 (India Standard Time),Thu Jul 11 2024 06:52:01 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Others1-Parent",Internal IT Team,"1,83,86,25,24,97,484",10:23.6
123.63.233.200,Public IP,,Sat Jul 27 2024 19:04:30 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.17.4.48,Private IP,,Sat Jul 27 2024 19:10:34 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.17.4.53,Private IP,,Sat Jul 27 2024 19:52:29 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.17.4.52,Private IP,,Fri May 31 2024 23:34:00 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Digital Infrastructure Services,Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,"4,77,65,18,80,378",02:36.3
10.20.23.55,Private IP,,Sat Jul 27 2024 19:52:33 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.20.23.54,Private IP,,Sat Jul 27 2024 20:39:22 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.248.65.182,Private IP,,Sun Jun 16 2024 03:48:25 GMT+0530 (India Standard Time),1,161,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"21,84,03,18,50,086",38:51.6
10.248.66.6,Private IP,,Mon Jul 29 2024 19:54:36 GMT+0530 (India Standard Time),1,161,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,2184031,24:11.7
10.248.66.5,Private IP,,Mon Jul 29 2024 20:10:06 GMT+0530 (India Standard Time),1,161,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,2184031,24:11.7
10.248.65.193,Private IP,,Mon Jul 29 2024 19:55:08 GMT+0530 (India Standard Time),1,22,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,2184031,24:11.7
10.248.65.180,Private IP,,Mon Jul 29 2024 19:32:37 GMT+0530 (India Standard Time),1,22,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,2184031,24:11.7
10.22.16.197,Private IP,,Sat Jul 27 2024 21:03:50 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.22.16.196,Private IP,,Sat Jul 27 2024 21:09:28 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
121.242.16.60,Public IP,Mon Feb 07 2022 00:00:00 GMT+0530 (India Standard Time),Thu May 09 2024 17:07:10 GMT+0530 (India Standard Time),0,0,1,0,0,0,1,TCS Owned Internalit managed,j.barik@tcs.com,Shared Services Group Internal IT - Parent,None,,,
10.21.128.107,Private IP,,Sat Jul 27 2024 21:51:13 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,None,,,
10.21.128.109,Private IP,,Sat Jul 27 2024 21:51:09 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,None,,,
10.21.128.110,Private IP,,Sat Jul 27 2024 22:42:25 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,None,,,
10.21.128.111,Private IP,,Sat Jul 27 2024 23:09:11 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,None,,,
10.21.128.114,Private IP,,Sat Jul 27 2024 22:52:29 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.21.128.104,Private IP,,Sun Jul 28 2024 01:46:15 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.21.128.125,Private IP,,Sun Jul 28 2024 02:28:13 GMT+0530 (India Standard Time),3,"1,61,22,443",0,0,0,0,0,,,None,None,,,
10.21.128.100,Private IP,,Sun Jul 28 2024 02:08:43 GMT+0530 (India Standard Time),3,"1,61,22,443",0,0,0,0,0,,,None,None,,,
10.53.235.84,Private IP,,Fri Jun 07 2024 22:51:03 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.69.24.205,Private IP,,Sun Jun 09 2024 14:04:07 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.69.24.204,Private IP,,Sun Jun 09 2024 13:04:12 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.69.24.203,Private IP,,Thu Jun 06 2024 22:10:08 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.69.24.202,Private IP,,Sun Jun 09 2024 13:04:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.69.24.201,Private IP,,Thu Jun 06 2024 18:28:11 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.69.24.200,Private IP,,Sun Jun 09 2024 13:04:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.69.212.164,Private IP,,Sun Jun 09 2024 12:58:12 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.69.212.163,Private IP,,Sun Jun 09 2024 12:58:09 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.68.73.85,Private IP,,Sun Jun 09 2024 12:47:57 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.68.73.69,Private IP,,Thu Jun 06 2024 18:43:31 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.68.203.5,Private IP,,Sun Jun 09 2024 11:11:35 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.68.203.4,Private IP,,Sun Jun 09 2024 10:53:33 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.53.226.4,Private IP,,Fri Jun 07 2024 22:11:50 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.53.235.6,Private IP,,Thu Jun 06 2024 23:57:33 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.53.226.20,Private IP,,Fri Jun 07 2024 22:02:47 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
202.74.53.41,Public IP,,Mon Jul 29 2024 19:10:20 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"21,84,03,18,50,086",46:18.8
202.74.53.40,Public IP,,Mon Jul 29 2024 17:43:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,32:08.3
121.242.52.18,Public IP,,Sun Jul 28 2024 01:52:13 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
115.113.221.82,Public IP,,Sun Jul 28 2024 01:52:17 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
121.242.54.4,Public IP,,Mon Jul 29 2024 17:34:11 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,32:08.3
203.101.99.10,Public IP,,Mon Jul 29 2024 17:44:09 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,"1,84,41,91,20,56,560",18:09.3
